,username,tweet_content,datetime,hashtag,source,user_verified,url,sentence_length,hour,date,month,year
229,htTweets,Hindustan Times Oct Big jolt to  Prime Minister  amid strain in ties with  over Kterrorist issue Watch for more details K,2024-10-30 11:28:11,#India in India,Twitter Web,False,https://twitter.com/@htTweets/status/None,121,3.0,2024-10-30,10,2024
230,makeinindia,Make in India Jan making India the worlds preferred investment destination Know more about  at our  pavilion,2017-01-11 12:13:06,#India in India,Twitter Web,False,https://twitter.com/@makeinindia/status/None,108,14.0,2017-01-11,1,2017
231,arunachaltimes_,The Arunachal Times h An eightyearold girl Goyir Riba from  representing  won a  medal at the th Tirak International  Tournament held in  K,2024-11-02 13:16:54,#India in India,Twitter Web,False,https://twitter.com/@arunachaltimes_/status/None,139,3.0,2024-11-02,11,2024
232,TribalArmy,Tribal Army Oct Dawki River a priceless natural treasure in Meghalaya attracts tourists from around the world with its clear and transparent waters Its not just a tourist destination but also a cultural heritage site for the Jaintia tribe  K,2024-10-26 18:32:45,#India in India,Twitter Web,False,https://twitter.com/@TribalArmy/status/None,241,6.0,2024-10-26,10,2024
233,UNinIndia,United Nations in India Oct Catch glimpses of the  extravaganza at the UN House in New Delhi Minister of State for Skill Development and Entrepreneurship distinguished guests joined Team in  to celebrate the UN turning,2024-10-29 18:48:46,#India in India,Twitter Web,False,https://twitter.com/@UNinIndia/status/None,218,9.0,2024-10-29,10,2024
234,ABPNews,ABP News Oct Delhi Burger King Murder Lady Don Annu Dhankhar was in the process of escapes US Report of    Delhi Burger King Murder Lady Don Annu Dhankhar was in the way of escapes US know how the police climbed From abplivecom K,2024-10-26 04:29:47,#India in India,Twitter Web,False,https://twitter.com/@ABPNews/status/None,229,4.0,2024-10-26,10,2024
235,satyakumar_y,Fragile Five,2024-11-01 10:54:38,#India in India,Twitter Web,False,https://twitter.com/@satyakumar_y/status/None,12,11.0,2024-11-01,11,2024
236,IndiaToday,IndiaToday Oct The Tiger and the Dragon Take a look at the long history of civilizational links conflicts and tensions at the borders in this report   K,2024-10-26 10:39:55,#India in India,Twitter Web,False,https://twitter.com/@IndiaToday/status/None,152,12.0,2024-10-26,10,2024
237,anusha_puppala,Anusha Puppala Oct Now is the perfect time to invest in electric vehicles  in  as the market is expected to experience exceptional growth Projections indicate an increase from billion to an impressive billion by reflecting a remarkable growth rate of Show more,2024-10-31 10:02:25,#India in India,Twitter Web,False,https://twitter.com/@anusha_puppala/status/None,260,13.0,2024-10-31,10,2024
238,CurrentAffair04,Current Affairs Oct   In August a Muslim man was lynched to death by Hindu cow vigilantes in the town of Badhra Haryana India on suspicion of transporting cattle The final report from the Faridabad lab concerning meat samples taken from shanties in the village of Hansawas Show more,2024-10-27 06:22:10,#India in India,Twitter Web,False,https://twitter.com/@CurrentAffair04/status/None,282,18.0,2024-10-27,10,2024
239,iam_ashad,Well cut you Muslims down and throw your corpses at your lands not in the river,2024-11-02 18:10:23,#India in India,Twitter Web,False,https://twitter.com/@iam_ashad/status/None,79,18.0,2024-11-02,11,2024
240,htTweets,mischievous provocation,2024-10-26 15:05:00,#India in India,Twitter Web,False,https://twitter.com/@htTweets/status/None,23,4.0,2024-10-26,10,2024
241,htTweets,Hindustan Times Oct  the Indian envoy recalled from  dropped a bombshell in an interview with news agency ANI amid the ongoing tussle between  and Canada Watch the full video here K,2024-10-25 08:47:13,#India in India,Twitter Web,False,https://twitter.com/@htTweets/status/None,181,10.0,2024-10-25,10,2024
242,ChanakyaaTv,Dunga h White wash of the Indian team    Stay informed with the latest news,2024-11-03 08:11:14,#India in India,Twitter Web,False,https://twitter.com/@ChanakyaaTv/status/None,75,10.0,2024-11-03,11,2024
243,republic,Republic Oct  We cannot trust the Chinese no doubt about that Dr Swasti Rao Geopolitical Expert Tune in for all live updates here    K,2024-10-27 16:22:45,#India in India,Twitter Web,False,https://twitter.com/@republic/status/None,134,10.0,2024-10-27,10,2024
244,sanahashmi1,Sana Hashmi 胡莎娜 Oct Nine yards of Indian elegance in Taiwan India in Taiwan K K,2024-10-28 14:46:26,#India in India,Twitter Web,False,https://twitter.com/@sanahashmi1/status/None,79,6.0,2024-10-28,10,2024
245,WalterJLindner,Walter J Lindner Mar To complete a bright sunny Delhi morning as promised here some recently taken pics from another world Could be Fiji Maldives Caribbean Bora Bora Seychelles but its not Its India What an amazing variety of landscapes people cultures  K,2021-03-06 03:42:25,#India in India,Twitter Web,False,https://twitter.com/@WalterJLindner/status/None,255,18.0,2021-03-06,3,2021
246,ndtvindia,Indian companies are not breaking any law,2024-11-02 12:09:23,#India in India,Twitter Web,False,https://twitter.com/@ndtvindia/status/None,41,15.0,2024-11-02,11,2024
247,bsindia,Business Standard Oct  Madhavi Arora highlights  postpandemic fiscal policy in her latest piece While the Centre has exceeded targets states are struggling with underspending and ambitious revenue goals projecting a fiscal deficit for FY The rise of new freebie schemes Show more K,2024-10-31 03:10:00,#India in India,Twitter Web,False,https://twitter.com/@bsindia/status/None,281,8.0,2024-10-31,10,2024
248,EconomicTimes,Economic Times Oct  expects network densification to drive next phase of growth in  economictimesindiatimescom Ericsson expects network densification to drive next phase of growth in India Ericssons growth in India is driven by network densification due to rising data consumption Fixed wireless access is expected to surpass US deployments Data traffic will increase significantly K,2024-10-28 07:00:01,#India in India,Twitter Web,False,https://twitter.com/@EconomicTimes/status/None,383,8.0,2024-10-28,10,2024
249,RusEmbIndia,Russia in India May Good Morning Indiaशभ परभत भरत The Republic of Dagestan Russia Russian Embassy in India,2021-05-20 02:55:17,#India in India,Twitter Web,False,https://twitter.com/@RusEmbIndia/status/None,106,16.0,2021-05-20,5,2021
250,ABPNews,ABP News Oct India made a distance from the meeting being held in Canada for UkraineTell the reason to Jailonsky     India made a distance from the meeting being held in Canada for UkraineTell the reason to Jailonsky From abplivecom K,2024-10-26 04:08:31,#India in India,Twitter Web,False,https://twitter.com/@ABPNews/status/None,234,14.0,2024-10-26,10,2024
251,TnInvestment,TN Industrial Investment Updates Oct  supplier  eyes two more manufacturing units in  with million investment It signed MoU with  Govt to set up an electronics manufacturing facility in  with an investment of Rs Cr K,2024-10-26 03:13:58,#India in India,Twitter Web,False,https://twitter.com/@TnInvestment/status/None,216,3.0,2024-10-26,10,2024
252,NDTVFood,NDTV Food h Why Fly Abroad These Offbeat Honeymoon Spots In India Are Just As Dreamy    Why Fly Abroad These Offbeat Honeymoon Spots In India Are Just As Dreamy From ndtvcom K,2024-11-02 14:30:00,#India in India,Twitter Web,False,https://twitter.com/@NDTVFood/status/None,175,12.0,2024-11-02,11,2024
253,TheAnkurTyagi,Ankur Apr India in It feels like the world needs a software update China is no longer cheap outsourcing Japan is no longer the tech superpower India is no longer the India of the s or s and not even of the early s and this is not going back a very interesting Show more K,2024-04-12 12:48:12,#India in India,Twitter Web,False,https://twitter.com/@TheAnkurTyagi/status/None,271,3.0,2024-04-12,4,2024
254,ABPNews,ABP News Oct Very good news for women of Punjab Rs will be received every month CM Bhagwant Mann announced    Very good news for women of Punjab Rs will be received every month CM Bhagwant Mann announced From abplivecom K,2024-10-28 02:32:47,#India in India,Twitter Web,False,https://twitter.com/@ABPNews/status/None,221,7.0,2024-10-28,10,2024
255,RusEmbIndia,Russia in India Oct On October Minister Counsellor DCM of the  Embassy in  Roman Babushkin addressed a conference of  of held at the Russian House in     MFA Russia and India in Russia,2024-10-25 13:02:23,#India in India,Twitter Web,False,https://twitter.com/@RusEmbIndia/status/None,184,2.0,2024-10-25,10,2024
256,timesofindia,The Times Of India Nov US sanctions entities including dozens in India for tech supplies to Russia Read here    K,2024-11-01 08:36:40,#India in India,Twitter Web,False,https://twitter.com/@timesofindia/status/None,113,4.0,2024-11-01,11,2024
257,BJPShanthikumar,BJPShanthikumar Nov  GST collection hits an impressive lakh crore in Octoberthe secondhighest ever Under PM Shri jis visionary leadership strong domestic demand and a resilient economy are propelling this growth underscoring Indias economic momentum  K,2024-11-02 09:28:31,#India in India,Twitter Web,False,https://twitter.com/@BJPShanthikumar/status/None,252,3.0,2024-11-02,11,2024
258,timesofindia,The Times Of India Oct  follows  lead nd Brics nation to decline participation in  Belt Road Initiative Know more K,2024-10-29 16:16:03,#India in India,Twitter Web,False,https://twitter.com/@timesofindia/status/None,115,14.0,2024-10-29,10,2024
259,ONGC_,Oil and Natural Gas Corporation Limited ONGC Oct  is elated to celebrate Executive Director Mudit Kumar Mathur whose journey of over three decades in IT has transformed    Leading pioneering technologies in Exploration he has driven  across ONGCs data centres His Show more Ministry of Petroleum and Natural Gas  and others,2024-10-25 05:33:32,#India in India,Twitter Web,False,https://twitter.com/@ONGC_/status/None,323,12.0,2024-10-25,10,2024
260,ZeeNews,Zee news Oct Spirit will tremble after seeing the destruction here in India people run away after saving their lives in terrible storm   Spirit will tremble after seeing the destruction here in India people run away after saving their lives in terrible storm From zeenwsindiacom k,2024-10-25 05:41:38,#India in India,Twitter Web,False,https://twitter.com/@ZeeNews/status/None,280,2.0,2024-10-25,10,2024
261,htTweets,Hindustan Times Oct  expressed concern over the tensions in the  after  carried out attacks on  More details here K,2024-10-26 13:58:00,#India in India,Twitter Web,False,https://twitter.com/@htTweets/status/None,115,13.0,2024-10-26,10,2024
262,EconomicTimes,Economic Times Oct  has decided to raise  for Indias  manpower to from per year There are several German companies in  while India is also increasing its presence in Germany  Latest News K,2024-10-25 06:24:12,#India in India,Twitter Web,False,https://twitter.com/@EconomicTimes/status/None,188,8.0,2024-10-25,10,2024
263,FinlandinIndia,Finland in India Oct  from  in  s India office came together for a combined recreation day Diwali celebration This special day was all about strengthening team spirit embracing the joy of the ,2024-10-31 08:30:23,#India in India,Twitter Web,False,https://twitter.com/@FinlandinIndia/status/None,192,9.0,2024-10-31,10,2024
264,Republic_Bharat,Republic Bharat Republic India Oct Big Breaking India lost to Afghanistan for the first time in cricket history that too in semi finals      RBharat From republicBharatcom K,2024-10-25 17:17:19,#India in India,Twitter Web,False,https://twitter.com/@Republic_Bharat/status/None,173,16.0,2024-10-25,10,2024
265,DainikBhaskar,Dainik bhaskar Oct India made the countrys highest airfield up feet above China km from China in eastern Ladakh weapons will be able to reach the border in hours     Install Dainik Bhaskar app to read more news and epaper K,2024-10-29 07:42:00,#India in India,Twitter Web,False,https://twitter.com/@DainikBhaskar/status/None,223,5.0,2024-10-29,10,2024
266,RusEmbIndia,Russia in India Oct A glimpse of  Ambassador to  Denis Alipovs press briefing for Indian Russian media on the outcomes of the th  Summit in   Quote Russia in India Oct On October the  Embassy in  hosted s press briefing on the outcomes of the th  Summit in  The event was attended by about journalists diplomats of the BRICS countries K,2024-10-31 10:24:41,#India in India,Twitter Web,False,https://twitter.com/@RusEmbIndia/status/None,336,5.0,2024-10-31,10,2024
267,EconomicTimes,Economic Times Oct    partner to set up  plant in  JSW Group South Koreas Posco partner to set up steel plant in India From economictimesindiatimescom K,2024-10-30 14:40:00,#India in India,Twitter Web,False,https://twitter.com/@EconomicTimes/status/None,152,13.0,2024-10-30,10,2024
268,moneycontrolcom,Moneycontrol Oct  Cant see Virat like this Angry Kohli smashes water box after failed DRS in Pune Know more about it     K,2024-10-27 09:38:53,#India in India,Twitter Web,False,https://twitter.com/@moneycontrolcom/status/None,122,6.0,2024-10-27,10,2024
269,arabnews,Arab News h  is exploring collaboration with  in new technologies clean hydrogen and other emerging fields K,2024-11-02 12:09:25,#India in India,Twitter Web,False,https://twitter.com/@arabnews/status/None,108,8.0,2024-11-02,11,2024
270,the_hindu,The Hindu Oct Garmin on Thursday launched its Fenix series multisport GPS smartwatches in  Garmin launches Fenix series multisport GPS smartwatches in India From thehinducom K,2024-10-25 12:30:09,#India in India,Twitter Web,False,https://twitter.com/@the_hindu/status/None,175,17.0,2024-10-25,10,2024
271,investindia,Invest India Nov From vibrant cities to peaceful retreats India offers the perfect blend of modern convenience rich culture and worldclass amenities making everyday life effortless Explore more  ,2024-11-01 10:00:02,#India in India,Twitter Web,False,https://twitter.com/@investindia/status/None,195,7.0,2024-11-01,11,2024
272,republic,Republic Oct  India China to complete disengagement in Depsang Demchok by Oct Indian army sources Tune in for all live updates here      K,2024-10-25 10:29:37,#India in India,Twitter Web,False,https://twitter.com/@republic/status/None,138,10.0,2024-10-25,10,2024
273,ABPNews,ABP News Oct US governments action on IndiansReturned from chartered plane learn the reason    US governments action on IndiansReturned from chartered plane learn the reason From abplivecom K,2024-10-26 09:06:13,#India in India,Twitter Web,False,https://twitter.com/@ABPNews/status/None,191,14.0,2024-10-26,10,2024
274,raksha_baori,Raksha Wrestler 𝕏 h    India unhappy over representation in this cricket series BCCI should take appropriate decision and give rest to such players who have not been able to play properly for a long time and have become old Indian team will perform well in the next match GIF,2024-11-03 07:51:59,#Indian Cricket,Twitter Web,False,https://twitter.com/@raksha_baori/status/None,275,9.0,2024-11-03,11,2024
275,thundarrstorm,হদয় হরণ h scores in each Innings at Strike Rate India Stat Cricbuzz Getty Images,2024-11-03 07:36:39,#Indian Cricket,Twitter Web,False,https://twitter.com/@thundarrstorm/status/None,80,12.0,2024-11-03,11,2024
276,surbalu,Suresh Balaji h First time in  cricket history whitewashed in home ground The low team India ever faced  era      K,2024-11-03 07:41:09,#Indian Cricket,Twitter Web,False,https://twitter.com/@surbalu/status/None,115,12.0,2024-11-03,11,2024
277,htTweets,Hindustan Times Oct  The Election Commission appointed former  cricket captain  as the brand ambassador for the upcoming  elections More Details K,2024-10-26 07:53:21,#Indian Cricket,Twitter Web,False,https://twitter.com/@htTweets/status/None,146,10.0,2024-10-26,10,2024
278,BCCI,BCCI Mar Captain finishes it off in style with a SIX  beat England by wickets to level the series  Scorecard K K,2021-03-14 17:11:54,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,112,10.0,2021-03-14,3,2021
279,gyagnesh,Yagnesh Goswami Oct You cant find fault in this match Its Newzeland who has played a good cricket and  team who couldnt play well Need todo some brainstorming now ,2024-10-26 08:02:01,#Indian Cricket,Twitter Web,False,https://twitter.com/@gyagnesh/status/None,163,9.0,2024-10-26,10,2024
280,PradRam9,Pradeep Ramakrishnan m This is perhaps the lowest point for  Test  They were always tigers at home pussies abroad Since Ganguly they started winning abroad But domestic  matches were only about the margin of an Indian  This  has stunned  fans,2024-11-03 09:04:45,#Indian Cricket,Twitter Web,False,https://twitter.com/@PradRam9/status/None,242,7.0,2024-11-03,11,2024
281,abpmajhatv,Abp my Nov fours sixesRishabh Pants blast on Wankhede to Diwali PadwaThe fastest half century of knocked this this record        fours sixesRishabh Pants blast on Wankhede to Diwali PadwaThe fastest half century of knocking From marathiablivecom,2024-11-02 06:26:10,#Indian Cricket,Twitter Web,False,https://twitter.com/@abpmajhatv/status/None,245,7.0,2024-11-02,11,2024
282,shomer_A,Scheme of Things,2024-11-03 08:30:03,#Indian Cricket,Twitter Web,False,https://twitter.com/@shomer_A/status/None,16,7.0,2024-11-03,11,2024
283,Abhinee89755091,Abhineet Raj m  November and Heartbreak by ICT will remain a constant Biggest Series Win by any Team in Test Cricket History First ever Whitewash for india at home Gambhir era started very seriously   ,2024-11-03 08:30:14,#Indian Cricket,Twitter Web,False,https://twitter.com/@Abhinee89755091/status/None,201,7.0,2024-11-03,11,2024
284,PradRam9,Pradeep Ramakrishnan m The only way the   team could apply balm to their bruised fans is by winning the  ,2024-11-03 09:06:15,#Indian Cricket,Twitter Web,False,https://twitter.com/@PradRam9/status/None,105,17.0,2024-11-03,11,2024
285,BhairavVaam,Bhairav Sep    Supporter serviced in up by  cricket fans Thank you people of    From Abhishek Tripathi अभषक तरपठ,2024-09-27 09:09:11,#Indian Cricket,Twitter Web,False,https://twitter.com/@BhairavVaam/status/None,112,8.0,2024-09-27,9,2024
286,BansalNewsMPCG,Bansal news Oct Pune First day of second Test ends India score runs for wicket in first innings New Zealands first innings reduced to runs      ,2024-10-24 12:47:15,#Indian Cricket,Twitter Web,False,https://twitter.com/@BansalNewsMPCG/status/None,144,9.0,2024-10-24,10,2024
287,middaygujarati,Gujarati Middle Oct Rohit Company practiced with twentyfive netballers for Mumbai Test     IND VS NZ India New Zealand Ready for SBIFocused Third Test at Wankhede Stadium Rohit From GujaratiMIDDAYcom,2024-10-31 11:01:01,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,199,6.0,2024-10-31,10,2024
288,Thekalamkakan,The Kalamkakan Oct Congratulations    assumes charge as    ,2024-10-12 04:48:50,#Indian Cricket,Twitter Web,False,https://twitter.com/@Thekalamkakan/status/None,59,8.0,2024-10-12,10,2024
289,Sportskeeda,Sportskeeda Oct 𝐓𝐡𝐞 𝐰𝐢𝐧𝐧𝐢𝐧𝐠 𝐬𝐭𝐫𝐞𝐚𝐤 𝐜𝐨𝐧𝐭𝐢𝐧𝐮𝐞𝐬    K K,2024-10-01 11:43:09,#Indian Cricket,Twitter Web,False,https://twitter.com/@Sportskeeda/status/None,51,8.0,2024-10-01,10,2024
290,middaygujarati,Gujarati Middle Nov India A in Australia was reduced to only runs      India a struggles as they re bowled out for in Series Opener Against Australia In Australia From GujaratiMIDDAYcom,2024-11-01 05:23:48,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,185,9.0,2024-11-01,11,2024
291,middaygujarati,Gujarati Middle Oct What did Pakistans new captain Mohammad Rizwan say about the Indian team        Rizwan Hopes for Indias presence in Pakistan for Champions Trophy Pakistan about the Indian team From GujaratiMIDDAYcom,2024-10-31 11:20:22,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,219,9.0,2024-10-31,10,2024
292,Akash7732712,Akash Gautam h First time in  cricket history whitewashed in home ground The low team India ever faced  era,2024-11-03 08:15:54,#Indian Cricket,Twitter Web,False,https://twitter.com/@Akash7732712/status/None,107,12.0,2024-11-03,11,2024
293,vikramsbjp,Vikram Singh Oct   Your incredible achievement of becoming the    leftarm spinner to take wickets is a testament to your hard work dedication passion for the game You make us all proud wickets for  one of the Show more Rivaba Ravindrasinh Jadeja and others,2024-10-01 06:06:53,#Indian Cricket,Twitter Web,False,https://twitter.com/@vikramsbjp/status/None,256,11.0,2024-10-01,10,2024
294,Sportskeeda,Sportskeeda Jul Indian players are in the in every format of the game in the ICC batting rankings       Rishabh Pant and others K,2022-07-13 13:51:12,#Indian Cricket,Twitter Web,False,https://twitter.com/@Sportskeeda/status/None,129,4.0,2022-07-13,7,2022
295,abpmajhatv,Abp my Oct Kohlis Virat roar in Bengaluru This fourth Indian to do great might     marathiabplivecom Kohlis Virat Garna In Bangalore the fourth Indian to do big achievement Virat Kohli completed runs in the th innings of the th Test in his careerIn the second innings of the Bengaluru Test Virat Kohli crossed the run mark in the special club of the great Indian players k,2024-10-18 11:54:28,#Indian Cricket,Twitter Web,False,https://twitter.com/@abpmajhatv/status/None,372,11.0,2024-10-18,10,2024
296,corpwarrior66,Rohit m Truly remarkable achievement by   team Lost a series by a mile and more with hardly any spirited fight But who cares Almost all the players got huge payoffs for the upcoming  led by  and  thats what matters,2024-11-03 09:11:02,#Indian Cricket,Twitter Web,False,https://twitter.com/@corpwarrior66/status/None,214,5.0,2024-11-03,11,2024
297,middaygujarati,Gujarati Middle Oct Radha Yadav won the Best Fielder Award between six contenders         IND WS NZ W Radha Yadav Honored as Best Fielder after Indias Series Win Between six contenders From GujaratiMIDDAYcom,2024-10-31 11:13:36,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,207,11.0,2024-10-31,10,2024
298,s4sattu,Satvinder Meel h left se nikalenge but firstly from right should go Time is up for two great batsmen of  cricket It was so humiliating to see you go down like this   Also did not expect  and  to go like this from tests from home Hail the Show more,2024-11-03 07:51:44,#Indian Cricket,Twitter Web,False,https://twitter.com/@s4sattu/status/None,247,8.0,2024-11-03,11,2024
299,VIKASKU92416897,VIKAS KR RAJAK TA Central IPM Centre Patna BH h Very very good Well played indian cricket team Keep busy self in advertising the beting app That is very important for you making money   cricket team,2024-11-03 07:46:27,#Indian Cricket,Twitter Web,False,https://twitter.com/@VIKASKU92416897/status/None,198,6.0,2024-11-03,11,2024
300,dubeyabhisaar,Ah the epitome of Tuk tuk,2024-11-03 09:12:08,#Indian Cricket,Twitter Web,False,https://twitter.com/@dubeyabhisaar/status/None,25,13.0,2024-11-03,11,2024
301,Cricket_SRJ,SRJ Sep Do You Remember When Bumrah Bowled Steve Smith From Behind The Legs Follow For More Cricket Videos          ,2024-09-22 12:27:19,#Indian Cricket,Twitter Web,False,https://twitter.com/@Cricket_SRJ/status/None,116,11.0,2024-09-22,9,2024
302,SaurabhRaii_,𝐒𝐚𝐮𝐫𝐚𝐛 𝐑𝐚𝐢 सरभ रय Oct Youre Indias Pride Fought Well Better Luck Next Time Champs Womens Cricket Team    Jai Hind,2024-10-04 18:03:30,#Indian Cricket,Twitter Web,False,https://twitter.com/@SaurabhRaii_/status/None,113,9.0,2024-10-04,10,2024
303,GoodNewsToday,GNTTV Oct The last time in India the Indian team lost a Test series in England defeated India in that seriesLets take a look at that Test series of India      Full news,2024-10-26 12:49:25,#Indian Cricket,Twitter Web,False,https://twitter.com/@GoodNewsToday/status/None,168,11.0,2024-10-26,10,2024
304,dineshbaba07,Dinesh bhartiya Oct People who have knowledge of cricket or like cricket a lot should answer Who is the greatest batsman in Indias cricket history If there is any other name write in the comment Do repost and like the post      Sunil Gavaskar Sachin Tendulkar Virat Kohli MS Dhoni Votes Final Results,2024-10-27 13:46:06,#Indian Cricket,Twitter Web,False,https://twitter.com/@dineshbaba07/status/None,300,7.0,2024-10-27,10,2024
305,rahul_mahajani,Rahul Mahajani h God save  cricket team in the upcoming test matches from Australia in Australia after losing to the  at home  ,2024-11-03 07:55:40,#Indian Cricket,Twitter Web,False,https://twitter.com/@rahul_mahajani/status/None,127,7.0,2024-11-03,11,2024
306,CBMCRICKET,CBMCRICKET Sep Fastest Team in the Test Cricket in just Overs    ,2024-09-30 08:20:26,#Indian Cricket,Twitter Web,False,https://twitter.com/@CBMCRICKET/status/None,65,9.0,2024-09-30,9,2024
307,jalali_amit,Amit Jalali Aug Why is left ecosystem shattered and shivering with the news of becoming president There is a reason and that reason is they dont want any other person other than their own to be at the powerful position Look at his credentials he has taken  cricket to Show more,2024-08-29 16:38:14,#Indian Cricket,Twitter Web,False,https://twitter.com/@jalali_amit/status/None,277,12.0,2024-08-29,8,2024
308,sevaramhathoj,Virat like koi,2024-09-12 16:41:24,#Indian Cricket,Twitter Web,False,https://twitter.com/@sevaramhathoj/status/None,14,18.0,2024-09-12,9,2024
309,middaygujarati,Gujarati Middle Oct Sentner of Indian batsmens weakness is exposed Simon Dool     IND VS NZ SIMON DOLL Criticizes Indian Batsmens Struggles Against Spin in Test Series Loss From GujaratiMIDDAYcom,2024-10-28 06:32:13,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,195,12.0,2024-10-28,10,2024
310,sdhrthmp,SidharthMP Sep  Billionaire Buys IPL Cricket team Electoral Bonds  Billionaire Funds flies on the firstever private spacewalk mission      ,2024-09-10 08:15:11,#Indian Cricket,Twitter Web,False,https://twitter.com/@sdhrthmp/status/None,139,13.0,2024-09-10,9,2024
311,middaygujarati,Gujarati Middle Oct India won the first womens match of the worlds largest stadium            India Women Vs New Zealand Women st ODI India Won the first womens match in the worlds biggest From GujaratiMIDDAYcom,2024-10-25 04:18:15,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,211,7.0,2024-10-25,10,2024
312,Ibrarahmad12560,Ibrar Ahmad Oct million new Zealand poor cricket board beat billion Indian richest cricket board last night by Big runs margin   ,2024-10-05 05:13:34,#Indian Cricket,Twitter Web,False,https://twitter.com/@Ibrarahmad12560/status/None,129,8.0,2024-10-05,10,2024
313,waquarhaider10,waquar haider Oct Happy Birthday Your contributions to   have been remarkable showcasing your talent as both a bowler and an allrounder Your passion and dedication continue to inspire many Wishing you a fantastic year ahead filled with success and happiness Irfan Pathan,2024-10-27 09:47:06,#Indian Cricket,Twitter Web,False,https://twitter.com/@waquarhaider10/status/None,270,16.0,2024-10-27,10,2024
314,ngpnmc,Nagpur Municipal Corporation Oct The first test of the Indian cricket team Padma Bhushan CKA humble greeting to Naidu on the birth anniversary      ,2024-10-31 04:14:00,#Indian Cricket,Twitter Web,False,https://twitter.com/@ngpnmc/status/None,148,16.0,2024-10-31,10,2024
315,ICC,ICC Feb India seal the series Prasidh Krishna finishes with a brilliant fourfor as West Indies are all out for  K,2022-02-09 16:03:04,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,113,6.0,2022-02-09,2,2022
316,AruntsHosting,Cric Maddy h Replying to Worst ever batting from INDIA  SOIL Top Order batman showed no intent to keep the innings under control and their game awareness is completely nil The team who have solid spin option is struggling to play spin at home Is the time arrived for Kohli a d Rohit to make way Show more,2024-11-03 04:56:15,#Indian Cricket,Twitter Web,False,https://twitter.com/@AruntsHosting/status/None,304,8.0,2024-11-03,11,2024
317,BCCI,BCCI Jul  have declared their nd innings on County XI need runs to win Our bowlers will be in action soon K,2021-07-22 14:15:25,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,107,4.0,2021-07-22,7,2021
318,BCCI,BCCI Jul Innings Break  declare at with a lead of runs Scorecard  K K,2023-07-14 17:32:52,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,69,5.0,2023-07-14,7,2023
319,ICC,ICC Aug One ball bowled after tea and the rain has returned India are still runs behind England   K,2021-08-05 15:25:00,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,99,9.0,2021-08-05,8,2021
320,BCCI,BCCI Nov Innings Break Outstanding bowling from  restrict the Windies to a total of Chase coming up shortly ,2018-11-04 15:07:06,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,108,4.0,2018-11-04,11,2018
321,ICC,ICC Oct Charith Asalankas stunning six Shaheen Afridi removes India openers Virat Kohlis perfectly timed cover drive Vote for your  for Day K,2021-10-24 18:30:59,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,141,16.0,2021-10-24,10,2021
322,BCCI,BCCI Feb Innings Break A stupendous knock of by powers  to a total of Scorecard  K K,2023-02-01 15:17:16,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,84,4.0,2023-02-01,2,2023
323,BCCI,BCCI Mar Century stand Half centuries for on the board Brilliant batting display from  as they post in overs  K,2021-03-23 12:22:41,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,111,14.0,2021-03-23,3,2021
324,cricketcomau,cricketcomau Mar India levelled the T series with England at but two contentious decisions that went against India threatened to overshadow the match ,2021-03-18 20:55:22,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricketcomau/status/None,150,17.0,2021-03-18,3,2021
325,BCCI,BCCI Mar Innings Break An excellent bowling display by  as Sri Lanka are all out for  have enforced the followon Follow the match  K,2022-03-06 05:46:18,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,132,15.0,2022-03-06,3,2022
326,CricketWithAsh,Cricket With Ash Jan India didnt come close to picking wickets two times in a row in very helpful conditions against fairly ordinary batters and that should be a worrying sign Remember bowling is something that you can completely control whereas batters react to the ball coming down at them,2022-01-14 13:45:03,#Indian Cricket,Twitter Web,False,https://twitter.com/@CricketWithAsh/status/None,291,15.0,2022-01-14,1,2022
327,BCCI,BCCI Jul overs in the chase  move to are in the middle Follow the match  K,2022-07-24 20:07:04,#Indian Cricket,Twitter Web,False,https://twitter.com/@BCCI/status/None,74,18.0,2022-07-24,7,2022
328,ICC,ICC Jul India win and gain an unassailable series lead Deepak Chahars heroics with the bat seal a threewicket victory for the visitors  K K,2021-07-20 17:57:00,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,139,15.0,2021-07-20,7,2021
